title,abstract,source
On the ecology of Acinetobacter baumannii - jet stream rider and opportunist by nature,"The natural reservoirs of the nosocomial pathogen Acinetobacter baumannii are not well defined. We previously identified white storks as a model system to study the ecology of A. baumannii. Having screened more than 1,300 white stork nestlings over a period of six years across different regions of Poland and Germany (overall isolation rate of [~]29.5%), including food chain analyses and environmental samplings, we come up with a detailed picture of the dynamics and diversity of A. baumannii in their natural habitats. Adult storks, rather than being stably colonized with strains of A. baumannii which are successively transferred to their offspring, instead initially encounter these bacteria while foraging. Among their common food sources, consisting of earthworms, small mammals, and insects, we identified earthworms as a potential source of A. baumannii, but more so the associated soil as well as plant roots. Through this, hotspot soil and compost habitats were identified which enable population dynamics to be studied over the course of the year. We demonstrate that sterilized plant material is rapidly colonized by airborne A. baumannii suggesting they patrol to search for novel habitats, being opportunist by nature. The prevalence of A. baumannii exhibited a strong seasonality and peaked during summer. The strains we collected in Poland and Germany represent more than 50% of the worldwide known diversity in terms of the intrinsic OXA-51-like {beta}-lactamase. A set of [~]400 genomes was determined and compared to a diverse set of publicly available genomes. Our pan-genome estimate of the species ([~]51,000 unique genes) more than doubles the amount proposed by previous studies. Core-genome based phylogenetic analyses illustrated numerous links between wildlife isolates and hospital strains, including ancient as well as recent intercontinental transfer. Our data further suggest massive radiation within the species early after its emergence, matching with human activity during the Neolithic. Deforestation in particular seemed to set the stage for this bloom as we found that forests do not provide conducive conditions for the proliferation of A. baumannii. In contrast, wet and nutrient-rich soil alongside rivers sampled during the summer can yield an isolation rate of [~]30%. Linking published work on the interaction between A. baumannii and fungi and on aspergillosis as a major cause of mortality in white stork nestlings to our findings, we hypothesized that fungi and A. baumannii share a long history of coevolution. Interaction studies revealed the capability of A. baumannii to adhere to fungal spores and to suppress spore germination. Taken together, the intrinsic resistance endowment and potential to acquire antibiotic resistance can be explained by coevolution with antibiotic-producing fungi and other microorganisms within soil, and resistance to desiccation stress and radiation can be interpreted in the light of intercontinental hitchhiking through fungal spores.  Originality - SignificanceThe ecology of the nosocomial pathogen Acinetobacter baumannii remains poorly understood outside the hospital. Here, we present the most comprehensive study on its environmental biology to date, after having collected more than 1,450 independent isolates of which around 400 were whole genome-sequenced. This study more than doubles the size of the pan-genome of the species, illustrating both the diversity of our collection and the bias of previous work, but also the bottleneck for the establishment of lineages within the hospital environment. We reached isolation rates of about 30% both in white stork (Ciconia ciconia) nestlings and in soil samples when considering for sampling all preferences of A. baumannii we uncovered. Thus, it is now possible to study the ecology and evolution of A. baumannii in nature at an unprecedented temporal and spatial resolution. We describe the worldwide spread of A. baumannii lineages in nature as an ancient phenomenon that even surpasses that of human-associated bacteria in magnitude. This is likely due to airborne spread, putatively facilitated by association with fungal spores. We propose that A. baumannii is an opportunist by nature, using airborne patrolling to rapidly enter new suitable habitats consisting of organic matter in early stages of decomposition. Our collective data suggest that A. baumannii, early after its speciation, went through massive radiation during the Neolithic, likely due to deforestation, settlement and farming producing numerous favorable habitats. Their natural lifestyle, which requires rapid adaptability to various habitats as well as tolerance to desiccation, radiation and antibiotic stress, perfectly predispose these opportunistic pathogens to establish within the hospital setting. Comparison of genomes from environmental and clinical isolates will now enable studies of the adaptive evolution of environmental bacteria towards multidrug-resistant opportunistic pathogens",biorxiv
A deep network embedded with rough fuzzy discretization for OCT fundus image segmentation,"The noise and redundant information are the main reasons for the performance bottleneck of medical image segmentation algorithms based on the deep learning. To this end, we propose a deep network embedded with rough fuzzy discretization (RFDDN) for OCT fundus image segmentation. Firstly, we establish the information decision table of OCT fundus image segmentation, and regard each category of segmentation region as a fuzzy set. Then, we use the fuzzy c-means clustering to get the membership degrees of pixels to each segmentation region. According to membership functions and the equivalence relation generated by the brightness attribute, we design the individual fitness function based on the rough fuzzy set, and use a genetic algorithm to search for the best breakpoints to discretize the features of OCT fundus images. Finally, we take the feature discretization based on the rough fuzzy set as the pre-module of the deep neural network, and introduce the deep supervised attention mechanism to obtain the important multi-scale information. We compare RFDDN with U-Net, ReLayNet, CE-Net, MultiResUNet, and ISCLNet on the two groups of 3D retinal OCT data. RFDDN is superior to the other five methods on all evaluation indicators. The results obtained by ISCLNet are the second only inferior to those obtained by RFDDN. DSC, sensitivity, and specificity of RFDDN are evenly 3.3%, 2.6%, and 7.1% higher than those of ISCLNet, respectively. HD95 and ASD of RFDDN are evenly 6.6% and 19.7% lower than those of ISCLNet, respectively. The experimental results show that our method can effectively eliminate the noise and redundant information in Oct fundus images, and greatly improve the accuracy of OCT fundus image segmentation while taking into account the interpretability and computational efficiency",PubMed
Case Report: Multiple prolactinomas in a young man with Kallmann syndrome and familial hypocalciuric hypercalcemia,"The occurrence of prolactinomas in sex hormone treated patients with central hypogonadism is extremely rare. We present a Caucasian male patient who was diagnosed with Kallmann syndrome (KS) at age 15 years. Testosterone treatment was started. At age 26 the patient presented with mild headache. MRI revealed two separate pituitary adenomas along with the absence of the olfactory bulbs. Given the presence of marked hyperprolactinemia (17x upper limit of the reference range) the diagnosis prolactinoma was made and treatment with cabergoline was started which resulted in a complete biochemical response and in marked reduction of both adenomas in size. Hypogonadism persisted and testosterone replacement therapy was continued. Genetic testing of genes associated with pituitary tumors, Kallmann syndrome and idiopathic hypogonadotropic hypogonadism was negative. Mild concomitant hypercalcemia in accordance with familial hypocalciuric hypercalcemia (FHH) prompted mutation analysis of the calcium receptor (CASR) gene which yielded a pathogenic inactivating variant. The presence of two separate prolactinomas in a patient with KS has not yet been reported in the literature. The effect of sex hormone treatment of KS patients on the possible development of prolactinoma is unknown at present. The occurance of multiple prolactinomas in our patient suggests increased susceptibility. Although CaSR is expressed in GnRH neurons in mouse brain and CaSR deficient mice have a reduced hypothalamic GnRH neuronal population, the relevance of the CASR gene variant in our patient for the KS phenotype is unclear at present",PubMed
Identification of novel mutations in TPK1 and SLC19A3 genes in families exhibiting thiamine metabolism dysfunction syndrome,"The occurrence of thiamine metabolism dysfunction syndrome (THMD), a rare autosomal recessive condition, may be linked to various mutations found in the TPK1 and SLC19A3 genes. The disease chiefly manifests through ataxia, muscle hypotonia, abrupt or subacute onset encephalopathy, and a decline in developmental milestones achieved during the early stages of infancy. We present findings from an investigation that involved two individuals from Iran, both of whom experienced seizures along with ataxia and hypotonia. The underlying genetic causes were found with the use of next-generation sequencing (NGS) technology, which has facilitated the detection of causal changes in a variety of genetic disorders. The selection of cases for this study was based on the phenotypic and genetic information that was obtainable from the Center for Comprehensive Genetic Services. The genetic basis for the problems observed among the participants was determined through the application of whole-exome sequencing (WES). Subsequently, sanger sequencing was employed as a means of validating any identified variations suspected to be causative. The first patient exhibited a homozygous mutation in the TPK1 gene, NM_022445.4:c.224 T > A:p.I75 N, resulting in the substitution of isoleucine for asparagine at position 75 (p.I75 N). In our investigation, patient 2 exhibited a homozygous variant, NM_025243.4:c.1385dupA:pY462X, within the SLC19A3 gene. Collectively, when presented with patients showcasing ataxia, encephalopathy, and basal ganglia necrosis, it is essential to account for thiamine deficiency in light of the potential advantages of prompt intervention. At times, it may be feasible to rectify this deficiency through the timely administration of thiamine dosages. Accordingly, based on the results of the current investigation, these variations may be useful for the diagnosis and management of patients with THMD",PubMed
"Phenome-wide identification of therapeutic genetic targets, leveraging knowledge graphs, graph neural networks, and UK Biobank data","The ongoing expansion of human genomic datasets propels therapeutic target identification; however, extracting gene-disease associations from gene annotations remains challenging. Here, we introduce Mantis-ML 2.0, a framework integrating AstraZeneca's Biological Insights Knowledge Graph and numerous tabular datasets, to assess gene-disease probabilities throughout the phenome. We use graph neural networks, capturing the graph's holistic structure, and train them on hundreds of balanced datasets via a robust semi-supervised learning framework to provide gene-disease probabilities across the human exome. Mantis-ML 2.0 incorporates natural language processing to automate disease-relevant feature selection for thousands of diseases. The enhanced models demonstrate a 6.9% average classification power boost, achieving a median receiver operating characteristic (ROC) area under curve (AUC) score of 0.90 across 5220 diseases from Human Phenotype Ontology, OpenTargets, and Genomics England. Notably, Mantis-ML 2.0 prioritizes associations from an independent UK Biobank phenome-wide association study (PheWAS), providing a stronger form of triaging and mitigating against underpowered PheWAS associations. Results are exposed through an interactive web resource",PubMed
RegEMR: a natural language processing system to automatically identify premature ovarian decline from Chinese electronic medical records,"The ovarian reserve is a reservoir for reproductive potential. In clinical practice, early detection and treatment of premature ovarian decline characterized by abnormal ovarian reserve tests is regarded as a critical measure to prevent infertility. However, the relevant data are typically stored in an unstructured format in a hospital's electronic medical record (EMR) system, and their retrieval requires tedious manual abstraction by domain experts. Computational tools are therefore needed to reduce the workload. We presented RegEMR, an artificial intelligence tool composed of a rule-based natural language processing (NLP) extractor and a knowledge-based disease scoring model, to automatize the screening procedure of premature ovarian decline using Chinese reproductive EMRs. We used regular expressions (REs) as a text mining method and explored whether REs automatically synthesized by the genetic programming-based online platform RegexGenerator +  + could be as effective as manually formulated REs. We also investigated how the representativeness of the learning corpus affected the performance of machine-generated REs. Additionally, we translated the clinical diagnostic criteria into a programmable disease diagnostic model for disease scoring and risk stratification. Four hundred outpatient medical records were collected from a Chinese fertility center. Manual review served as the gold standard, and fivefold cross-validation was used for evaluation. The overall F-score of manually built REs was 0.9444 (95% CI 0.9373 to 0.9515), with no significant difference (paired t test p > 0.05) compared with machine-generated REs that could be affected by training set sizes and annotation portions. The extractor performed effectively in automatically tracing the dynamic changes in hormone levels (F-score 0.9518-0.9884) and ultrasonographic measures (F-score 0.9472-0.9822). Applying the extracted information to the proposed diagnostic model, the program obtained an accuracy of 0.98 and a sensitivity of 0.93 in risk screening. For each specific disease, the automatic diagnosis in 76% of patients was consistent with that of the clinical diagnosis, and the kappa coefficient was 0.63. A Chinese NLP system named RegEMR was developed to automatically identify high risk of early ovarian aging and diagnose related diseases from Chinese reproductive EMRs. We hope that this system can aid EMR-based data collection and clinical decision support in fertility centers",PubMed
"Artificial Intelligence-Assisted Comparative Analysis of the Overlapping Molecular Pathophysiology of Alzheimer's Disease, Amyotrophic Lateral Sclerosis, and Frontotemporal Dementia","The overlapping molecular pathophysiology of Alzheimer's Disease (AD), Amyotrophic Lateral Sclerosis (ALS), and Frontotemporal Dementia (FTD) was analyzed using relationships from a knowledge graph of 33+ million biomedical journal articles. The unsupervised learning rank aggregation algorithm from SemNet 2.0 compared the most important amino acid, peptide, and protein (AAPP) nodes connected to AD, ALS, or FTD. FTD shared 99.9% of its nodes with ALS and AD; AD shared 64.2% of its nodes with FTD and ALS; and ALS shared 68.3% of its nodes with AD and FTD. The results were validated and mapped to functional biological processes using supervised human supervision and an external large language model. The overall percentages of mapped intersecting biological processes were as follows: inflammation and immune response, 19%; synapse and neurotransmission, 19%; cell cycle, 15%; protein aggregation, 12%; membrane regulation, 11%; stress response and regulation, 9%; and gene regulation, 4%. Once normalized for node count, biological mappings for cell cycle regulation and stress response were more prominent in the intersection of AD and FTD. Protein aggregation, gene regulation, and energetics were more prominent in the intersection of ALS and FTD. Synapse and neurotransmission, membrane regulation, and inflammation and immune response were greater at the intersection of AD and ALS. Given the extensive molecular pathophysiology overlap, small differences in regulation, genetic, or environmental factors likely shape the underlying expressed disease phenotype. The results help prioritize testable hypotheses for future clinical or experimental research",PubMed
"Deleterious coding variation associated with autism is consistent across populations, as exemplified by admixed Latin American populations","The past decade has seen remarkable progress in identifying genes that, when impacted by deleterious coding variation, confer high risk for autism spectrum disorder (ASD), intellectual disability, and other developmental disorders. However, most underlying gene discovery efforts have focused on individuals of European ancestry, limiting insights into genetic risks across diverse populations. To help address this, the Genomics of Autism in Latin American Ancestries Consortium (GALA) was formed, presenting here the largest sequencing study of ASD in Latin American individuals (n>15,000). We identified 35 genome-wide significant (FDR < 0.05) ASD risk genes, with substantial overlap with findings from European cohorts, and highly constrained genes showing consistent signal across populations. The results provide support for emerging (e.g., MARK2, YWHAG, PACS1, RERE, SPEN, GSE1, GLS, TNPO3, ANKRD17) and established ASD genes, and for the utility of genetic testing approaches for deleterious variants in diverse populations, while also demonstrating the ongoing need for more inclusive genetic research and testing. We conclude that the biology of ASD is universal and not impacted to any detectable degree by ancestry.  Autism Sequencing Consortium (ASC)Branko Aleksic, Mykyta Artomov, Mafalda Barbosa, Elisa Benetti, Catalina Betancur, Monica Biscaldi-Schafer, Anders D. Borglum, Harrison Brand, Alfredo Brusco, Joseph D. Buxbaum, Gabriele Campos, Simona Cardaropoli, Diana Carli, Angel Carracedo, Marcus C. Y. Chan, Andreas G. Chiocchetti, Brian H. Y. Chung, Brett Collins, Ryan L. Collins, Edwin H. Cook, Hilary Coon, Claudia I. S. Costa, Michael L. Cuccaro, David J. Cutler, Mark J. Daly, Silvia De Rubeis, Bernie Devlin, Ryan N. Doan, Enrico Domenici, Shan Dong, Chiara Fallerini, Magdalena Fernandez, Montserrat Fernandez-Prieto, Giovanni Battista Ferrero, Eugenio Ferro, Jennifer Foss Feig, Christine M. Freitag, Jack M. Fu, Liliana Galeano, J. Jay Gargus, Sherif Gerges, Elisa Giorgio, Ana Cristina Girardi, Stephen Guter, Emily Hansen-Kiss, Erina Hara, Danielle Halpern, Gail E. Herman, Luis C. Hernandez, Irva Hertz-Picciotto, David M. Hougaard, Christina M. Hultman, Suma Jacob, Miia Kaartinen, Lambertus Klei, Alexander Kolevzon, Itaru Kushima, Maria C. Lattig, So Lun Lee, Terho Lehtimaki, Lindsay Liang, Carla Lintas, Alicia Ljungdahl, Andrea del Pilar Lopez, Caterina Lo Rizzo, Yunin Ludena, Patricia Maciel, Behrang Mahjani, Nell Maltman, Marianna Manara, Dara S. Manoach, Dalia Marquez, Gal Meiri, Idan Menashe, Judith Miller, Nancy Minshew, Matthew Mosconi, Marina Natividad Avila, Rachel Nguyen, Norio Ozaki, Aarno Palotie, Mara Parellada, Maria Rita Passos-Bueno, Lisa Pavinato, Katherine P. Pena, Minshi Peng, Margaret Pericak-Vance, Antonio M. Persico, Isaac N. Pessah, Thariana Pichardo, Kaija Puura, Abraham Reichenberg, Alessandra Renieri, Kathryn Roeder, Catherine Sancimino, Stephan J. Sanders, Sven Sandin, F. Kyle Satterstrom, Stephen W. Scherer, Sabine Schlitt, Rebecca J. Schmidt, Lauren Schmitt, Katja Schneider-Momm, Paige M. Siper, Laura Sloofman, Moyra Smith, Renee Soufer, Christine R. Stevens, P[a]l Suren, James S. Sutcliffe, John A. Sweeney, Michael E. Talkowski, Flora Tassone, Karoline Teufel, Elisabetta Trabetti, Slavica Trajkova, Maria del Pilar Trelles, Brie Wamsley, Jaqueline Y. T. Wang, Lauren A. Weiss, Mullin H. C. Yu, Ryan Yuen, Jessica Zweifach",medrxiv
Genetic counselors' utilization of ChatGPT in professional practice: A cross-sectional study,"The precision medicine era has seen increased utilization of artificial intelligence (AI) in the field of genetics. We sought to explore the ways that genetic counselors (GCs) currently use the publicly accessible AI tool Chat Generative Pre-trained Transformer (ChatGPT) in their work. GCs in North America were surveyed about how ChatGPT is used in different aspects of their work. Descriptive statistics were reported through frequencies and means. Of 118 GCs who completed the survey, 33.8% (40) reported using ChatGPT in their work; 47.5% (19) use it in clinical practice, 35% (14) use it in education, and 32.5% (13) use it in research. Most GCs (62.7%; 74) felt that it saves time on administrative tasks but the majority (82.2%; 97) felt that a paramount challenge was the risk of obtaining incorrect information. The majority of GCs not using ChatGPT (58.9%; 46) felt it was not necessary for their work. A considerable number of GCs in the field are using ChatGPT in different ways, but it is primarily helpful with tasks that involve writing. It has potential to streamline workflow issues encountered in clinical genetics, but practitioners need to be informed and uniformly trained about its limitations",PubMed
Nucleotide Transformer: building and evaluating robust foundation models for human genomics,"The prediction of molecular phenotypes from DNA sequences remains a longstanding challenge in genomics, often driven by limited annotated data and the inability to transfer learnings between tasks. Here, we present an extensive study of foundation models pre-trained on DNA sequences, named Nucleotide Transformer, ranging from 50 million up to 2.5 billion parameters and integrating information from 3,202 human genomes and 850 genomes from diverse species. These transformer models yield context-specific representations of nucleotide sequences, which allow for accurate predictions even in low-data settings. We show that the developed models can be fine-tuned at low cost to solve a variety of genomics applications. Despite no supervision, the models learned to focus attention on key genomic elements and can be used to improve the prioritization of genetic variants. The training and application of foundational models in genomics provides a widely applicable approach for accurate molecular phenotype prediction from DNA sequence",PubMed
In dystrophic mdx hindlimb muscles where fibrosis is limited versican haploinsufficiency transiently improves contractile function without decreasing inflammation,"The provisional matrix protein versican is upregulated in Duchenne muscular dystrophy. Versican heightens inflammation in fibrotic diseases and is involved in myogenesis. In fibrotic diaphragm muscles from dystrophic mdx mice, versican reduction attenuated macrophage infiltration and improved contractile function. We investigated the association between versican and mdx hindlimb muscle pathology, where inflammation and regeneration are increased but fibrosis is minimal. Immunohistochemistry and qRT-PCR were used to assess how fiber type and glucocorticoids (-methylprednisolone) modulate versican expression. Female mdx and male versican haploinsufficient (hdf) mice were bred resulting in male mdx-hdf and mdx (control) pups. Versican expression, contractile function, and pathology were evaluated in fast extensor digitorum longus (EDL) and slow soleus muscles, excised under medetomidine-midazolam- fentanyl anesthesia.  Versican immunoreactivity was highest in soleus muscles. Versican mRNA transcripts were reduced by -methylprednisolone in soleus, but not EDL, muscles. Versican expression was decreased in soleus muscles from 6-week-old mdx-hdf mice leading to increased force output and a modest reduction in fatiguability. These functional benefits were not accompanied by decreased inflammation; muscle architecture, regeneration markers, and fiber type also did not differ between genotypes. Improvements in soleus function were lost in adult (20-week-old) mdx-hdf mice with no significant effect of versican haploinsufficiency on macrophage infiltration and regeneration markers.  Soleus muscles from juvenile mdx mice were most responsive to pharmacological or genetic approaches targeting versican; however, the benefits of versican reduction were limited due to low fibrosis. Pre-clinical matrix research in dystrophy should account for muscle phenotype and the interdependence between the fibrosis and inflammation.  NEW & NOTEWORTHYThe proteoglycan versican is upregulated in muscular dystrophy. In fibrotic diaphragm muscles from mdx mice, versican reduction attenuated macrophage infiltration and improved performance. Here, in hindlimb muscles from 6- and 20-week-old mdx mice, where pathology is mild, versican reduction did not decrease inflammation and contractile function improvements were limited to juvenile mice. In dystrophic mdx muscles, the association between versican and inflammation is mediated by fibrosis, demonstrating interdependence between the immune system and extracellular matrix",biorxiv
Is Artificial Intelligence (AI) currently able to provide evidence-based scientific responses on methods that can improve the outcomes of embryo transfers? No,"The rapid development of Artificial Intelligence (AI) has raised questions about its potential uses in different sectors of everyday life. Specifically in medicine, the question arose whether chatbots could be used as tools for clinical decision-making or patients' and physicians' education. To answer this question in the context of fertility, we conducted a test to determine whether current AI platforms can provide evidence-based responses regarding methods that can improve the outcomes of embryo transfers. We asked nine popular chatbots to write a 300-word scientific essay, outlining scientific methods that improve embryo transfer outcomes. We then gathered the responses and extracted the methods suggested by each chatbot. Out of a total of 43 recommendations, which could be grouped into 19 similar categories, only 3/19 (15.8%) were evidence-based practices, those being ""ultrasound-guided embryo transfer"" in 7/9 (77.8%) chatbots, ""single embryo transfer"" in 4/9 (44.4%) and ""use of a soft catheter"" in 2/9 (22.2%), whereas some controversial responses like ""preimplantation genetic testing"" appeared frequently (6/9 chatbots; 66.7%), along with other debatable recommendations like ""endometrial receptivity assay"", ""assisted hatching"" and ""time-lapse incubator"". Our results suggest that AI is not yet in a position to give evidence-based recommendations in the field of fertility, particularly concerning embryo transfer, since the vast majority of responses consisted of scientifically unsupported recommendations. As such, both patients and physicians should be wary of guiding care based on chatbot recommendations in infertility. Chatbot results might improve with time especially if trained from validated medical databases; however, this will have to be scientifically checked",PubMed
Addressing the Gaps in Early Dementia Detection: A Path Towards Enhanced Diagnostic Models through Machine Learning,"The rapid global aging trend has led to an increase in dementia cases, including Alzheimer's disease, underscoring the urgent need for early and accurate diagnostic methods. Traditional diagnostic techniques, such as cognitive tests, neuroimaging, and biomarker analysis, face significant limitations in sensitivity, accessibility, and cost, particularly in the early stages. This study explores the potential of machine learning (ML) as a transformative approach to enhance early dementia detection by leveraging ML models to analyze and integrate complex multimodal datasets, including cognitive assessments, neuroimaging, and genetic information. A comprehensive review of existing literature was conducted to evaluate various ML models, including supervised learning, deep learning, and advanced techniques such as ensemble learning and transformer models, assessing their accuracy, interpretability, and potential for clinical integration. The findings indicate that while ML models show significant promise in improving diagnostic precision and enabling earlier interventions, challenges remain in their generalizability, interpretability, and ethical deployment. This research concludes by outlining future directions aimed at enhancing the clinical utility of ML models in dementia detection, emphasizing interdisciplinary collaboration and ethically sound frameworks to improve early detection and intervention strategies for Alzheimer's disease and other forms of dementia",arXiv
Immunological assessment of a patient with Omenn syndrome resulting from compound heterozygous mutations in the RAG1 gene,"The recombination activating gene 1 (RAG1) is essential for V(D)J recombination during T- and B-cell development. In this study, we presented a case study of a 41-day-old female infant who exhibited symptoms of generalized erythroderma, lymphadenopathy, hepatosplenomegaly, and recurrent infections including suppurative meningitis and septicemia. The patient showed a T<sup>+</sup>B<sup>-</sup>NK<sup>+</sup> immunophenotype. We observed an impaired thymic output, as indicated by reduced levels of naive T cells and sjTRECs, coupled with a restricted TCR repertoire. Additionally, T-cell CFSE proliferation was impaired, indicating a suboptimal T-cell response. Notably, our data further revealed that T cells were in an activated state. Genetic analysis revealed a previously reported compound heterozygous mutation (c. 1186C > T, p. R396C; c. 1210C > T, p. R404W) in the RAG1 gene. Structural analysis of RAG1 suggested that the R396C mutation might lead to the loss of hydrogen bonds with neighboring amino acids. These findings contribute to our understanding of RAG1 deficiency and may have implications for the development of novel therapies for patients with this condition",PubMed
Evaluation of face validity and core concepts of a novel knowledge scale for inherited heart disease: A pilot study,"The rising demand for genetic counseling has prompted the implementation of various innovative service delivery models, such as patient webinars, videos, chatbots, and the integration of genetic testing into mainstream healthcare. To ensure patients receive adequate information for informed decision-making, validated measures to assess these models are essential but currently limited in the setting of inherited heart disease. We aimed to develop and initiate validation of a cardiac knowledge scale, as part of the Multidimensional Model of Informed Choice measure, to assess whether patients (probands and family members) with inherited cardiomyopathies, arrhythmias, and aortopathies are provided with sufficient knowledge to make informed decisions about genetic testing. Content expert genetic counselors identified eight core concepts addressed during genetic counseling sessions; from these, eight true/false knowledge questions were created. Questions were reviewed by 22 international cardiac genetics counselors with additional changes made. Initial validation steps of the knowledge scale were conducted at two sites: the Edmonton Medical Genetic Clinic, University of Alberta Hospital in Edmonton, Canada, and the Genetic Heart Disease Clinic, Royal Prince Alfred Hospital in Sydney, Australia. Face validity was evaluated through nine patient interviews, resulting in minor revisions to four questions and major revisions to one question. An additional five patient interviews were conducted to evaluate the revised questions. The core concepts addressed in each question were further evaluated in the context of patient decision-making about genetic testing. All participants described the eight concepts as either helpful or essential in their decision-making process. The cardiac knowledge scale is a promising measure created to evaluate the informed choice of patients and their families affected by an inherited heart condition. The next step of validation includes trialing the cardiac knowledge scale with a real-world sample of patients deciding about genetic testing for inherited heart disease",PubMed
Towards Democratization of Subspeciality Medical Expertise,"The scarcity of subspecialist medical expertise, particularly in rare, complex and life-threatening diseases, poses a significant challenge for healthcare delivery. This issue is particularly acute in cardiology where timely, accurate management determines outcomes. We explored the potential of AMIE (Articulate Medical Intelligence Explorer), a large language model (LLM)-based experimental AI system optimized for diagnostic dialogue, to potentially augment and support clinical decision-making in this challenging context. We curated a real-world dataset of 204 complex cases from a subspecialist cardiology practice, including results for electrocardiograms, echocardiograms, cardiac MRI, genetic tests, and cardiopulmonary stress tests. We developed a ten-domain evaluation rubric used by subspecialists to evaluate the quality of diagnosis and clinical management plans produced by general cardiologists or AMIE, the latter enhanced with web-search and self-critique capabilities. AMIE was rated superior to general cardiologists for 5 of the 10 domains (with preference ranging from 9% to 20%), and equivalent for the rest. Access to AMIE's response improved cardiologists' overall response quality in 63.7% of cases while lowering quality in just 3.4%. Cardiologists' responses with access to AMIE were superior to cardiologist responses without access to AMIE for all 10 domains. Qualitative examinations suggest AMIE and general cardiologist could complement each other, with AMIE thorough and sensitive, while general cardiologist concise and specific. Overall, our results suggest that specialized medical LLMs have the potential to augment general cardiologists' capabilities by bridging gaps in subspecialty expertise, though further research and validation are essential for wide clinical utility",arXiv
Expansion of clinical genetic testing since the completion of the human genome project,"The sequencing of the first human genome led to expectations of the widespread use of genetics in medicine. However, assessing the true impact of genetic testing on clinical practice is challenging due to the lack of integration in the electronic health record (EHR). We extracted clinical genetic tests from the EHRs of over 1.8 million patients seen at Vanderbilt University Medical Center from 2002 to 2022, using both automated and manual methods. Using these data, we quantified the extent of clinical genetic testing in healthcare and described how testing patterns have changed over time, including utilization rate, test comprehensiveness, diagnoses made, and the number of variants of uncertain significance (VUS) returned.  We also assessed genetic testing rates across medical specialties and introduce a measure - the genetic attributed fraction (GAF) - to compute the proportion of observed phenotypes attributable to a genetic diagnosis. We identified 104,392 tests, 32% of which were only reported in unstructured text, and 19,032 molecularly confirmed diagnoses or risk factors. The proportion of patients genetic testing recorded in their EHRs from 1.0% in 2002 to 6.1% in 2022, and testing became more comprehensive with the growing use of multigene panels. This corresponded with a substantial increase in the variety of diseases diagnosed with genetic testing, from 51 unique diseases in 2002 to 509 in 2022, alongside a growing number of VUS.  The phenome-wide GAF for 6,505,620 diagnoses made in 2022 was 0.46%, with 74 phenotypes having a GAF greater than 5%, including pancreatic insufficiency (67%), chorea (64%), atrial septal defect (24%), Microcephaly (17%), paraganglioma (17%), and ovarian cancer (6.8%). Our study provides a comprehensive quantification of the increasing role of genetic testing at a major academic medical institution. These results demonstrate the now pervasive use of genetic testing across diverse medical contexts and its growing utility in explaining observed medical phenome",medrxiv
A Unifying Hypothesis for the Genome Dynamics Proposed to Underlie Neuropsychiatric Phenotypes,"The sheer number of gene variants and the extent of the observed clinical and molecular heterogeneity recorded in neuropsychiatric disorders (NPDs) could be due to the magnified downstream effects initiated by a smaller group of genomic higher-order alterations in response to endogenous or environmental stress. Chromosomal common fragile sites (CFS) are functionally linked with microRNAs, gene copy number variants (CNVs), sub-microscopic deletions and duplications of DNA, rare single-nucleotide variants (SNVs/SNPs), and small insertions/deletions (indels), as well as chromosomal translocations, gene duplications, altered methylation, microRNA and L1 transposon activity, and 3-D chromosomal topology characteristics. These genomic structural features have been linked with various NPDs in mostly isolated reports and have usually only been viewed as areas harboring potential candidate genes of interest. The suggestion to use a higher level entry point (the 'fragilome' and associated features) activated by a central mechanism ('stress') for studying NPD genetics has the potential to unify the existing vast number of different observations in this field. This approach may explain the continuum of gene findings distributed between affected and unaffected individuals, the clustering of NPD phenotypes and overlapping comorbidities, the extensive clinical and molecular heterogeneity, and the association with certain other medical disorders",PubMed
Predicting BRCA mutation and stratifying targeted therapy response using multimodal learning: a multicenter study,"The status of BRCA1/2 genes plays a crucial role in the treatment decision-making process for multiple cancer types. However, due to high costs and limited resources, a demand for BRCA1/2 genetic testing among patients is currently unmet. Notably, not all patients with BRCA1/2 mutations achieve favorable outcomes with poly (ADP-ribose) polymerase inhibitors (PARPi), indicating the necessity for risk stratification. In this study, we aimed to develop and validate a multimodal model for predicting BRCA1/2 gene status and prognosis with PARPi treatment. We included 1695 slides from 1417 patients with ovarian, breast, prostate, and pancreatic cancers across three independent cohorts. Using a self-attention mechanism, we constructed a multi-instance attention model (MIAM) to detect BRCA1/2 gene status from hematoxylin and eosin (H&E) pathological images. We further combined tissue features from the MIAM model, cell features, and clinical factors (the MIAM-C model) to predict BRCA1/2 mutations and progression-free survival (PFS) with PARPi therapy. Model performance was evaluated using area under the curve (AUC) and Kaplan-Meier analysis. Morphological features contributing to MIAM-C were analyzed for interpretability. Across the four cancer types, MIAM-C outperformed the deep learning-based MIAM in identifying the BRCA1/2 genotype. Interpretability analysis revealed that high-attention regions included high-grade tumors and lymphocytic infiltration, which correlated with BRCA1/2 mutations. Notably, high lymphocyte ratios appeared characteristic of BRCA1/2 mutations. Furthermore, MIAM-C predicted PARPi therapy response (log-rank p < 0.05) and served as an independent prognostic factor for patients with BRCA1/2-mutant ovarian cancer (p < 0.05, hazard ratio:0.4, 95% confidence interval: 0.16-0.99). The MIAM-C model accurately detected BRCA1/2 gene status and effectively stratified prognosis for patients with BRCA1/2 mutations",PubMed
